date,season,event_name,solar_index,distance_to_center,phase,progress,declination_deg,fixed_season,fixed_index,fixed_distance,fixed_phase,fixed_progress,deviation,abs_deviation,drift_trend
2019-01-01 00:00:00+00:00,winter,december_solstice_prev,56,10,decline,0.6179775280898876,-23.02090253193699,winter,57.0,11.0,decline,0.6292134831460674,-1.0,1.0,-1.0
2019-01-02 00:00:00+00:00,winter,december_solstice_prev,57,11,decline,0.6292134831460674,-22.936769321350056,winter,58.0,12.0,decline,0.6404494382022472,-1.0,1.0,-1.0
2019-01-03 00:00:00+00:00,winter,december_solstice_prev,58,12,decline,0.6404494382022472,-22.845017426603228,winter,59.0,13.0,decline,0.651685393258427,-1.0,1.0,-1.0
2019-01-04 00:00:00+00:00,winter,december_solstice_prev,59,13,decline,0.651685393258427,-22.74569075497904,winter,60.0,14.0,decline,0.6629213483146067,-1.0,1.0,-1.0
2019-01-05 00:00:00+00:00,winter,december_solstice_prev,60,14,decline,0.6629213483146067,-22.63883725634119,winter,61.0,15.0,decline,0.6741573033707865,-1.0,1.0,-1.0
2019-01-06 00:00:00+00:00,winter,december_solstice_prev,61,15,decline,0.6741573033707865,-22.524508879717438,winter,62.0,16.0,decline,0.6853932584269663,-1.0,1.0,-1.0
2019-01-07 00:00:00+00:00,winter,december_solstice_prev,62,16,decline,0.6853932584269663,-22.402761504906252,winter,63.0,17.0,decline,0.6966292134831461,-1.0,1.0,-1.0
2019-01-08 00:00:00+00:00,winter,december_solstice_prev,63,17,decline,0.6966292134831461,-22.27365485190725,winter,64.0,18.0,decline,0.7078651685393258,-1.0,1.0,-1.0
2019-01-09 00:00:00+00:00,winter,december_solstice_prev,64,18,decline,0.7078651685393258,-22.137252371704328,winter,65.0,19.0,decline,0.7191011235955056,-1.0,1.0,-1.0
2019-01-10 00:00:00+00:00,winter,december_solstice_prev,65,19,decline,0.7191011235955056,-21.993621122128985,winter,66.0,20.0,decline,0.7303370786516854,-1.0,1.0,-1.0
2019-01-11 00:00:00+00:00,winter,december_solstice_prev,66,20,decline,0.7303370786516854,-21.842831631800898,winter,67.0,21.0,decline,0.7415730337078652,-1.0,1.0,-1.0
2019-01-12 00:00:00+00:00,winter,december_solstice_prev,67,21,decline,0.7415730337078652,-21.68495775336763,winter,68.0,22.0,decline,0.7528089887640449,-1.0,1.0,-1.0
2019-01-13 00:00:00+00:00,winter,december_solstice_prev,68,22,decline,0.7528089887640449,-21.52007650460732,winter,69.0,23.0,decline,0.7640449438202247,-1.0,1.0,-1.0
2019-01-14 00:00:00+00:00,winter,december_solstice_prev,69,23,decline,0.7640449438202247,-21.348267892808988,winter,70.0,24.0,decline,0.7752808988764045,-1.0,1.0,-1.0
2019-01-15 00:00:00+00:00,winter,december_solstice_prev,70,24,decline,0.7752808988764045,-21.16961471491109,winter,71.0,25.0,decline,0.7865168539325843,-1.0,1.0,-1.0
2019-01-16 00:00:00+00:00,winter,december_solstice_prev,71,25,decline,0.7865168539325843,-20.98420232448067,winter,72.0,26.0,decline,0.797752808988764,-1.0,1.0,-1.0
2019-01-17 00:00:00+00:00,winter,december_solstice_prev,72,26,decline,0.797752808988764,-20.792118359057813,winter,73.0,27.0,decline,0.8089887640449438,-1.0,1.0,-1.0
2019-01-18 00:00:00+00:00,winter,december_solstice_prev,73,27,decline,0.8089887640449438,-20.59345243082569,winter,74.0,28.0,decline,0.8202247191011236,-1.0,1.0,-1.0
2019-01-19 00:00:00+00:00,winter,december_solstice_prev,74,28,decline,0.8202247191011236,-20.388295802191006,winter,75.0,29.0,decline,0.8314606741573034,-1.0,1.0,-1.0
2019-01-20 00:00:00+00:00,winter,december_solstice_prev,75,29,decline,0.8314606741573034,-20.17674109257378,winter,76.0,30.0,decline,0.8426966292134831,-1.0,1.0,-1.0
2019-01-21 00:00:00+00:00,winter,december_solstice_prev,76,30,decline,0.8426966292134831,-19.958882080549017,winter,77.0,31.0,decline,0.8539325842696629,-1.0,1.0,-1.0
2019-01-22 00:00:00+00:00,winter,december_solstice_prev,77,31,decline,0.8539325842696629,-19.734813656624407,winter,78.0,32.0,decline,0.8651685393258427,-1.0,1.0,-1.0
2019-01-23 00:00:00+00:00,winter,december_solstice_prev,78,32,decline,0.8651685393258427,-19.504631936673384,winter,79.0,33.0,decline,0.8764044943820225,-1.0,1.0,-1.0
2019-01-24 00:00:00+00:00,winter,december_solstice_prev,79,33,decline,0.8764044943820225,-19.268434483613238,winter,80.0,34.0,decline,0.8876404494382022,-1.0,1.0,-1.0
