date,season,event_name,solar_index,distance_to_center,phase,progress,declination_deg,fixed_season,fixed_index,fixed_distance,fixed_phase,fixed_progress,deviation,abs_deviation,drift_trend
2012-01-01 00:00:00+00:00,winter,december_solstice_prev,55,9,decline,0.6067415730337079,-23.038163274925964,winter,57.0,11.0,decline,0.6292134831460674,-2.0,2.0,-2.0
2012-01-02 00:00:00+00:00,winter,december_solstice_prev,56,10,decline,0.6179775280898876,-22.95563117590223,winter,58.0,12.0,decline,0.6404494382022472,-2.0,2.0,-2.0
2012-01-03 00:00:00+00:00,winter,december_solstice_prev,57,11,decline,0.6292134831460674,-22.865487102416793,winter,59.0,13.0,decline,0.651685393258427,-2.0,2.0,-2.0
2012-01-04 00:00:00+00:00,winter,december_solstice_prev,58,12,decline,0.6404494382022472,-22.767775163848487,winter,60.0,14.0,decline,0.6629213483146067,-2.0,2.0,-2.0
2012-01-05 00:00:00+00:00,winter,december_solstice_prev,59,13,decline,0.651685393258427,-22.662542667614506,winter,61.0,15.0,decline,0.6741573033707865,-2.0,2.0,-2.0
2012-01-06 00:00:00+00:00,winter,december_solstice_prev,60,14,decline,0.6629213483146067,-22.54983997709379,winter,62.0,16.0,decline,0.6853932584269663,-2.0,2.0,-2.0
2012-01-07 00:00:00+00:00,winter,december_solstice_prev,61,15,decline,0.6741573033707865,-22.42972037257612,winter,63.0,17.0,decline,0.6966292134831461,-2.0,2.0,-2.0
2012-01-08 00:00:00+00:00,winter,december_solstice_prev,62,16,decline,0.6853932584269663,-22.30223993535635,winter,64.0,18.0,decline,0.7078651685393258,-2.0,2.0,-2.0
2012-01-09 00:00:00+00:00,winter,december_solstice_prev,63,17,decline,0.6966292134831461,-22.16745747795296,winter,65.0,19.0,decline,0.7191011235955056,-2.0,2.0,-2.0
2012-01-10 00:00:00+00:00,winter,december_solstice_prev,64,18,decline,0.7078651685393258,-22.025434540765087,winter,66.0,20.0,decline,0.7303370786516854,-2.0,2.0,-2.0
2012-01-11 00:00:00+00:00,winter,december_solstice_prev,65,19,decline,0.7191011235955056,-21.876235465725767,winter,67.0,21.0,decline,0.7415730337078652,-2.0,2.0,-2.0
2012-01-12 00:00:00+00:00,winter,december_solstice_prev,66,20,decline,0.7303370786516854,-21.7199275420746,winter,68.0,22.0,decline,0.7528089887640449,-2.0,2.0,-2.0
2012-01-13 00:00:00+00:00,winter,december_solstice_prev,67,21,decline,0.7415730337078652,-21.556581203191396,winter,69.0,23.0,decline,0.7640449438202247,-2.0,2.0,-2.0
2012-01-14 00:00:00+00:00,winter,december_solstice_prev,68,22,decline,0.7528089887640449,-21.386270242723803,winter,70.0,24.0,decline,0.7752808988764045,-2.0,2.0,-2.0
2012-01-15 00:00:00+00:00,winter,december_solstice_prev,69,23,decline,0.7640449438202247,-21.209072016494353,winter,71.0,25.0,decline,0.7865168539325843,-2.0,2.0,-2.0
2012-01-16 00:00:00+00:00,winter,december_solstice_prev,70,24,decline,0.7752808988764045,-21.02506760208618,winter,72.0,26.0,decline,0.797752808988764,-2.0,2.0,-2.0
2012-01-17 00:00:00+00:00,winter,december_solstice_prev,71,25,decline,0.7865168539325843,-20.834341894919884,winter,73.0,27.0,decline,0.8089887640449438,-2.0,2.0,-2.0
2012-01-18 00:00:00+00:00,winter,december_solstice_prev,72,26,decline,0.797752808988764,-20.636983623012522,winter,74.0,28.0,decline,0.8202247191011236,-2.0,2.0,-2.0
