date,season,event_name,solar_index,distance_to_center,phase,progress,declination_deg,fixed_season,fixed_index,fixed_distance,fixed_phase,fixed_progress,deviation,abs_deviation,drift_trend
2010-01-01 00:00:00+00:00,winter,december_solstice_prev,56,10,decline,0.6179775280898876,-22.9974526401924,winter,57.0,11.0,decline,0.6292134831460674,-1.0,1.0,-1.0
2010-01-02 00:00:00+00:00,winter,december_solstice_prev,57,11,decline,0.6292134831460674,-22.911073516841775,winter,58.0,12.0,decline,0.6404494382022472,-1.0,1.0,-1.0
2010-01-03 00:00:00+00:00,winter,december_solstice_prev,58,12,decline,0.6404494382022472,-22.81709095920712,winter,59.0,13.0,decline,0.651685393258427,-1.0,1.0,-1.0
2010-01-04 00:00:00+00:00,winter,december_solstice_prev,59,13,decline,0.651685393258427,-22.715545717920392,winter,60.0,14.0,decline,0.6629213483146067,-1.0,1.0,-1.0
2010-01-05 00:00:00+00:00,winter,december_solstice_prev,60,14,decline,0.6629213483146067,-22.606482704653708,winter,61.0,15.0,decline,0.6741573033707865,-1.0,1.0,-1.0
2010-01-06 00:00:00+00:00,winter,december_solstice_prev,61,15,decline,0.6741573033707865,-22.489951297394917,winter,62.0,16.0,decline,0.6853932584269663,-1.0,1.0,-1.0
2010-01-07 00:00:00+00:00,winter,december_solstice_prev,62,16,decline,0.6853932584269663,-22.36600546680846,winter,63.0,17.0,decline,0.6966292134831461,-1.0,1.0,-1.0
2010-01-08 00:00:00+00:00,winter,december_solstice_prev,63,17,decline,0.6966292134831461,-22.234703751856586,winter,64.0,18.0,decline,0.7078651685393258,-1.0,1.0,-1.0
2010-01-09 00:00:00+00:00,winter,december_solstice_prev,64,18,decline,0.7078651685393258,-22.096109137777187,winter,65.0,19.0,decline,0.7191011235955056,-1.0,1.0,-1.0
2010-01-10 00:00:00+00:00,winter,december_solstice_prev,65,19,decline,0.7191011235955056,-21.950288884242507,winter,66.0,20.0,decline,0.7303370786516854,-1.0,1.0,-1.0
2010-01-11 00:00:00+00:00,winter,december_solstice_prev,66,20,decline,0.7303370786516854,-21.797314333437615,winter,67.0,21.0,decline,0.7415730337078652,-1.0,1.0,-1.0
2010-01-12 00:00:00+00:00,winter,december_solstice_prev,67,21,decline,0.7415730337078652,-21.637260710371663,winter,68.0,22.0,decline,0.7528089887640449,-1.0,1.0,-1.0
2010-01-13 00:00:00+00:00,winter,december_solstice_prev,68,22,decline,0.7528089887640449,-21.470206916707617,winter,69.0,23.0,decline,0.7640449438202247,-1.0,1.0,-1.0
